id,org_name,event_name,event_description,event_start_date,event_end_date,days_of_week,start_time,end_time,more_info,fee,admission_price,site_location_name,event_photo,events_category,age_group_eligibility_tags,race_ethnicity_eligibility_tags,special_needs_eligibility_tags,sogi_eligibility_tags,language_eligibility_tags,site_address,site_phone,site_email,featured,latitude,longitude,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
114958_sfpl,SF Public Library,Activity: LEGO and STEM Free Play,Build and create with LEGO using our huge collection of bricks and mini-figures. &nbsp;Play with Magna-Tiles and other STEM building kits. For…,2026/03/01 12:00:00 AM,2026/03/01 12:00:00 AM,,14:00:00,15:30:00,https://sfpl.org/events/2026/03/01/activity-lego-and-stem-free-play,false,,Park,https://sfpl.org//sites/default/files/2025-08/23964.png,Library Events,Children/Pre-Teens (Ages 5-13),,,,,1833 Page Street,415-355-5656,parmgr@sfpl.org,,37.770273000001,-122.451052500002,POINT (-122.4510525 37.770273),Haight Ashbury,5,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
137597_sfpl,SF Public Library,Presentation: Natural Presidio,"Meet Ranger Fatima and use your five senses to learn about animals and plants that call the Presidio of San Francisco their home.Since 1998,…",2026/02/21 12:00:00 AM,2026/02/21 12:00:00 AM,,14:00:00,15:00:00,https://sfpl.org/events/2026/02/21/presentation-natural-presidio,false,,Potrero,https://sfpl.org//sites/default/files/2025-12/26256.png,Library Events,Children/Pre-Teens (Ages 5-13),,,,,1616 20th Street,415-355-2822,potmgr@sfpl.org,,37.760067000001,-122.397615000002,POINT (-122.397615 37.760067),Potrero Hill,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42974_rpd,SF Rec Park,"New Technologies: Laser Cut Animals, Heroes, and More!","Doyou have a favorite animal or superhero? A character that represents yourcreative self? Using simple line drawing software we’ll engrave and then lasercut these figures, shapes, and drawings from plywood. You’ll color, decorate,and learn to adapt your design to make stencils for painting, key rings, andmore. This is a fun, easy way to gain experience with basic design software andthe precision digital maker tools in the Fab Lab. No previous experiencenecessary.",2026/03/28 12:00:00 AM,2026/04/11 12:00:00 AM,Sa,10:30:00,12:30:00,sfrecpark.org/register,true,,RANDALL MUSEUM,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,,,199 Museum Way,(415) 554-9600,,,37.764432000001,-122.438160000002,POINT (-122.43816 37.764432),Castro/Upper Market,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41334_rpd,SF Rec Park,Roly Polys,"Come play with your young ones as they CRAWL, CLIMB, and EXPLORE our indoor playground like environment! This is a parent/caregiver participation activity. No drop-offs allowed. .",2026/01/16 12:00:00 AM,2026/02/20 12:00:00 AM,F,10:00:00,11:30:00,sfrecpark.org/register,true,,POTRERO HILL REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Infants; Toddlers; Children,,,,,801 Arkansas St,(415) 695-5009,,,37.756170000001,-122.397457500002,POINT (-122.3974575 37.75617),Potrero Hill,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40986_rpd,SF Rec Park,Adult Swim - Improving Skills and Swimming Strokes,"This class seeks to improve participants' proficiency in basic aquatic skills (including rotary breathing, surface dives and treading) and the six basic swimming strokes (i.e., front crawl, back crawl, butterfly, breaststroke, elementary backstroke and sidestroke). (The butterfly stroke is optional.) Participants also learn skills and concepts needed to stay safe around water, in addition to those needed to help themselves or others in an aquatic emergency.",2026/01/10 12:00:00 AM,2026/03/07 12:00:00 AM,Sa,11:15:00,11:45:00,sfrecpark.org/register,true,,MARTIN LUTHER KING JR. SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,5701 3rd St,(415) 822-2807,,,37.725948000001,-122.393308500002,POINT (-122.3933085 37.725948),Bayview Hunters Point,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
130675_sfpl,SF Public Library,Workshop: Super Soccer Stars,"In these parent/caregiver-participation* sample classes, <a href=""https://soccerstars.com/"">Super Soccer Stars</a> coaches and puppet friends, Mimi…",2026/02/23 12:00:00 AM,2026/02/23 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2026/02/23/workshop-super-soccer-stars-0,false,,West Portal,https://sfpl.org//sites/default/files/2025-08/24136.png,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,190 Lenox Way,415-355-2886,wpomgr@sfpl.org,,37.741365000001,-122.466163500002,POINT (-122.4661635 37.741365),West of Twin Peaks,7,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
137074_sfpl,SF Public Library,Storytime: For Toddlers,"Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…",2026/03/02 12:00:00 AM,2026/03/02 12:00:00 AM,,10:30:00,11:00:00,https://sfpl.org/events/2026/03/02/storytime-toddlers-2,false,,Portola,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,380 Bacon Street,415-355-5660,pormgr@sfpl.org,,37.727118000001,-122.406376500002,POINT (-122.4063765 37.727118),Portola,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41056_rpd,SF Rec Park,Level 1,"This class is designed to orient participants to the aquatic environment and to help them gain basic aquatic skills. In addition, participants start learning about how to be safe around water. Children must be 48 to participate.          Registration is limited to one class per participant.",2026/01/10 12:00:00 AM,2026/03/07 12:00:00 AM,Sa,09:00:00,09:30:00,sfrecpark.org/register,true,,HAMILTON SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,1900 Geary Blvd,(415) 292-2008,,,37.784394000001,-122.435082000002,POINT (-122.435082 37.784394),Japantown,5,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41134_rpd,SF Rec Park,Ceramics - Randall Clay Club,"Members    of the Randall Museum Clay Club tackle a variety of fun projects to address    both functional & sculptural concerns. You'll practice basic clay    building skills as you make projects like animal figures, self portraits,    cups, boxes, bowls and much more. We'll explore slab, coil, and pinching    methods as well as a range of decorative texturing and glazing techniques.",2026/01/17 12:00:00 AM,2026/03/07 12:00:00 AM,Sa,11:30:00,13:00:00,sfrecpark.org/register,true,,RANDALL MUSEUM,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,,,199 Museum Way,(415) 554-9600,,,37.764432000001,-122.438160000002,POINT (-122.43816 37.764432),Castro/Upper Market,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42508_rpd,SF Rec Park,Darkroom Essentials & Processes,This    introductory class covers all of the key basics in Black and White Darkroom    printing. Learn the essential steps and key processes to get you on your way    to printing your images! Students will gain the techniques to grow in skill    and confidence. Instructor will go over the needed materials in the first    class. This class can be taken in lieu of Photography Center Orientation.,2026/03/26 12:00:00 AM,2026/04/30 12:00:00 AM,Th,18:00:00,20:30:00,sfrecpark.org/register,true,,HARVEY MILK PHOTO CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,50 Scott St,(415) 554-9522,,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42673_rpd,SF Rec Park,Aquatics - Preschool Swim,"This class will teach parents basic water safety while introducing tots to new skills and fun. Songs, water safety, entering and exiting the water, and holding techniques for the parents are some of the topics covered in this lesson. Infant or toddler is accompanied in the water by their caregiver. Children are required to wear swim diapers while in the pool. Swim classes are limited to one class per person per session.",2026/04/25 12:00:00 AM,2026/05/16 12:00:00 AM,Sa,10:30:00,11:00:00,sfrecpark.org/register,true,,COFFMAN SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Toddlers; Children,,,,,1700 Visitacion Ave,(415) 337-9085,,,37.713564605757,-122.415401051524,POINT (-122.415401052 37.713564606),Visitacion Valley,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41230_rpd,SF Rec Park,Women's Self-Defense,Learn simple martial arts maneuvers to help develop confidence and awareness.,2026/01/14 12:00:00 AM,2026/03/04 12:00:00 AM,W,18:15:00,19:15:00,sfrecpark.org/register,true,,MINNIE & LOVIE WARD REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,650 Capitol St @ Montana St,(415) 337-4710,,,37.71619002441,-122.459037467676,POINT (-122.459037468 37.716190024),Oceanview/Merced/Ingleside,11,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
127690_sfpl,SF Public Library,Storytime: For Toddlers,Space limited. Tickets available on a first come basis at the Children's desk starting at 10:30am. Playtime to follow storytime.,2026/02/25 12:00:00 AM,2026/02/25 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2026/02/25/storytime-toddlers-0,false,,Richmond/Senator Milton Marks,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,351 9th Avenue,415-355-5600,ricmgr@sfpl.org,,37.781865000001,-122.468053500002,POINT (-122.4680535 37.781865),Inner Richmond,1,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
107640_sfpl,SF Public Library,Film: BlacKkKlansman,"In the early 1970s, the first black police officer in Colorado Springs investigates the local Ku Klux Klan chapter and is invited to join over the…",2026/02/18 12:00:00 AM,2026/02/18 12:00:00 AM,,17:00:00,19:15:00,https://sfpl.org/events/2026/02/18/film-blackkklansman,false,,Park,https://sfpl.org//sites/default/files/2025-12/26197.png,Library Events,TAY (Ages 18-24),African American,,,,1833 Page Street,415-355-5656,parmgr@sfpl.org,,37.770273000001,-122.451052500002,POINT (-122.4510525 37.770273),Haight Ashbury,5,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
